student_id,class_id,Semester,year,grade
3131759,1222,Fall,2021,D
3131759,7827,Fall,2021,F
3131759,1991,Fall,2021,D
4734832,7487,Spring,2020,B
4734832,4733,Spring,2020,A
4734832,2881,Spring,2020,C
4734832,6346,Spring,2020,D
4734832,4633,Fall,2021,B
4734832,4398,Fall,2021,D
4734832,4883,Fall,2021,B
4734832,8785,Fall,2021,D
3485536,3237,Spring,2020,F
3485536,6286,Spring,2020,F
3485536,3526,Spring,2020,F
3485536,3683,Spring,2020,F
3485536,1961,Fall,2021,F
3485536,7397,Fall,2021,B
3485536,9586,Fall,2021,F
3485536,1679,Fall,2021,F
5616786,9975,Spring,2019,A
5616786,1973,Spring,2019,C
5616786,2811,Spring,2019,A
5616786,2784,Spring,2019,B
5616786,3638,Fall,2020,C
5616786,6699,Fall,2020,C
5616786,2175,Fall,2020,B
5616786,1619,Fall,2020,C
5616786,7386,Spring,2020,B
5616786,2962,Spring,2020,C
5616786,2276,Spring,2020,C
5616786,9974,Spring,2020,A
5616786,2926,Fall,2021,D
5616786,7454,Fall,2021,F
5616786,3549,Fall,2021,B
5616786,1434,Fall,2021,F
1216869,2129,Spring,2020,D
1216869,7365,Spring,2020,A
1216869,1131,Spring,2020,B
1216869,4677,Spring,2020,F
1216869,2535,Fall,2021,B
1216869,8185,Fall,2021,B
1216869,5963,Fall,2021,D
1216869,6837,Fall,2021,F
2947913,1766,Spring,2018,C
2947913,8927,Spring,2018,C
2947913,6934,Spring,2018,B
2947913,8768,Spring,2018,F
2947913,2628,Fall,2019,B
2947913,6437,Fall,2019,B
2947913,7632,Fall,2019,C
2947913,5633,Fall,2019,A
2947913,8714,Spring,2019,B
2947913,8149,Spring,2019,C
2947913,8871,Spring,2019,F
2947913,8488,Spring,2019,B
2947913,4496,Fall,2020,B
2947913,3428,Fall,2020,A
2947913,1584,Fall,2020,B
2947913,6338,Fall,2020,B
2947913,5232,Spring,2020,B
2947913,2885,Spring,2020,C
2947913,8594,Spring,2020,C
2947913,8585,Spring,2020,F
2947913,4687,Fall,2021,C
2947913,4782,Fall,2021,A
2947913,4377,Fall,2021,C
2947913,6652,Fall,2021,A
3499627,8423,Spring,2019,B
3499627,1827,Spring,2019,D
3499627,1518,Spring,2019,C
3499627,6583,Spring,2019,D
3499627,5564,Fall,2020,C
3499627,5572,Fall,2020,A
3499627,1867,Fall,2020,D
3499627,1926,Fall,2020,D
3499627,6658,Spring,2020,F
3499627,7766,Spring,2020,C
3499627,5489,Spring,2020,C
3499627,8636,Spring,2020,A
3499627,9342,Fall,2021,F
3499627,2329,Fall,2021,B
3499627,6189,Fall,2021,C
3499627,1131,Fall,2021,B
7979945,4678,Spring,2020,A
7979945,9853,Spring,2020,F
7979945,1758,Spring,2020,C
7979945,3444,Spring,2020,F
7979945,4386,Fall,2021,D
7979945,3495,Fall,2021,B
7979945,4174,Fall,2021,F
7979945,5376,Fall,2021,D
8246875,9322,Spring,2019,B
8246875,9172,Spring,2019,C
8246875,1772,Spring,2019,B
8246875,6415,Spring,2019,D
8246875,3559,Fall,2020,D
8246875,3287,Fall,2020,A
8246875,9927,Fall,2020,A
8246875,6479,Fall,2020,F
8246875,8457,Spring,2020,C
8246875,9429,Spring,2020,D
8246875,5299,Spring,2020,D
8246875,6979,Spring,2020,F
8246875,8513,Fall,2021,B
8246875,5143,Fall,2021,A
8246875,5512,Fall,2021,D
8246875,6848,Fall,2021,D
3346838,4219,Spring,2020,C
3346838,7366,Spring,2020,B
3346838,8637,Spring,2020,F
3346838,5593,Spring,2020,F
3346838,7873,Fall,2021,D
3346838,3752,Fall,2021,F
3346838,3294,Fall,2021,C
3346838,7551,Fall,2021,A
5649342,6776,Spring,2018,B
5649342,4455,Spring,2018,A
5649342,7235,Spring,2018,F
5649342,7387,Spring,2018,B
5649342,1471,Fall,2019,D
5649342,1691,Fall,2019,A
5649342,5797,Fall,2019,A
5649342,6694,Fall,2019,C
5649342,5419,Spring,2019,F
5649342,1452,Spring,2019,C
5649342,1147,Spring,2019,C
5649342,7145,Spring,2019,C
5649342,3362,Fall,2020,D
5649342,2896,Fall,2020,D
5649342,5251,Fall,2020,B
5649342,8235,Fall,2020,F
5649342,6419,Spring,2020,D
5649342,3193,Spring,2020,B
5649342,4249,Spring,2020,C
5649342,5292,Spring,2020,A
5649342,4535,Fall,2021,F
5649342,2719,Fall,2021,B
5649342,7995,Fall,2021,C
5649342,7427,Fall,2021,B
5717745,9921,Spring,2018,F
5717745,2716,Spring,2018,F
5717745,7855,Spring,2018,B
5717745,2111,Spring,2018,B
5717745,6274,Fall,2019,B
5717745,3293,Fall,2019,C
5717745,3385,Fall,2019,F
5717745,5124,Fall,2019,D
5717745,6264,Spring,2019,B
5717745,6359,Spring,2019,A
5717745,4695,Spring,2019,B
5717745,7648,Spring,2019,B
5717745,2255,Fall,2020,B
5717745,8273,Fall,2020,C
5717745,3646,Fall,2020,D
5717745,9367,Fall,2020,D
5717745,5617,Spring,2020,C
5717745,1718,Spring,2020,A
5717745,5624,Spring,2020,D
5717745,2111,Spring,2020,C
5717745,6324,Fall,2021,B
5717745,1579,Fall,2021,D
5717745,1156,Fall,2021,C
5717745,6988,Fall,2021,B
7929387,6827,Spring,2017,C
7929387,3429,Spring,2017,C
7929387,6274,Spring,2017,B
7929387,7521,Spring,2017,C
7929387,9284,Fall,2018,B
7929387,1781,Fall,2018,D
7929387,4586,Fall,2018,A
7929387,2659,Fall,2018,B
7929387,2116,Spring,2018,A
7929387,2662,Spring,2018,D
7929387,3279,Spring,2018,C
7929387,1757,Spring,2018,B
7929387,7447,Fall,2019,D
7929387,7678,Fall,2019,A
7929387,8973,Fall,2019,B
7929387,9513,Fall,2019,D
7929387,2215,Spring,2019,D
7929387,9756,Spring,2019,B
7929387,4171,Spring,2019,F
7929387,1611,Spring,2019,D
7929387,8129,Fall,2020,C
7929387,2248,Fall,2020,C
7929387,8348,Fall,2020,B
7929387,8488,Fall,2020,A
7929387,3196,Spring,2020,F
7929387,9697,Spring,2020,F
7929387,1478,Spring,2020,F
7929387,2477,Spring,2020,A
7929387,8471,Fall,2021,B
7929387,7298,Fall,2021,D
7929387,3629,Fall,2021,D
7929387,7985,Fall,2021,D
2939193,8195,Spring,2020,F
2939193,1873,Spring,2020,D
2939193,2363,Spring,2020,A
2939193,6231,Spring,2020,D
2939193,1687,Fall,2021,A
2939193,1944,Fall,2021,A
2939193,7657,Fall,2021,F
2939193,2844,Fall,2021,D
4356127,9945,Spring,2017,A
4356127,9789,Spring,2017,A
4356127,5615,Spring,2017,F
4356127,4731,Spring,2017,D
4356127,6175,Fall,2018,F
4356127,4651,Fall,2018,F
4356127,3783,Fall,2018,D
4356127,9945,Fall,2018,A
4356127,5573,Spring,2018,D
4356127,2795,Spring,2018,D
4356127,3824,Spring,2018,A
4356127,6422,Spring,2018,A
4356127,2926,Fall,2019,D
4356127,4118,Fall,2019,F
4356127,3536,Fall,2019,C
4356127,7297,Fall,2019,A
4356127,8177,Spring,2019,A
4356127,6744,Spring,2019,A
4356127,7846,Spring,2019,A
4356127,2252,Spring,2019,F
4356127,7665,Fall,2020,A
4356127,6716,Fall,2020,A
4356127,7577,Fall,2020,A
4356127,5839,Fall,2020,D
4356127,1232,Spring,2020,C
4356127,3661,Spring,2020,A
4356127,6981,Spring,2020,C
4356127,6454,Spring,2020,C
4356127,9849,Fall,2021,F
4356127,1661,Fall,2021,C
4356127,8848,Fall,2021,C
4356127,5392,Fall,2021,B
1447639,7368,Spring,2018,D
1447639,9514,Spring,2018,D
1447639,7617,Spring,2018,F
1447639,8255,Spring,2018,D
1447639,2361,Fall,2019,C
1447639,8696,Fall,2019,C
1447639,9538,Fall,2019,D
1447639,7925,Fall,2019,A
1447639,1233,Spring,2019,D
1447639,1435,Spring,2019,F
1447639,5661,Spring,2019,D
1447639,8321,Spring,2019,F
1447639,9922,Fall,2020,A
1447639,3797,Fall,2020,C
1447639,5532,Fall,2020,C
1447639,6843,Fall,2020,D
1447639,1336,Spring,2020,F
1447639,4675,Spring,2020,A
1447639,6719,Spring,2020,B
1447639,7448,Spring,2020,F
1447639,2587,Fall,2021,F
1447639,3271,Fall,2021,D
1447639,4821,Fall,2021,D
1447639,4512,Fall,2021,B
8896233,2158,Spring,2017,A
8896233,6419,Spring,2017,D
8896233,5646,Spring,2017,B
8896233,9424,Spring,2017,C
8896233,4925,Fall,2018,F
8896233,6765,Fall,2018,C
8896233,1633,Fall,2018,D
8896233,8415,Fall,2018,C
8896233,2739,Spring,2018,A
8896233,3835,Spring,2018,A
8896233,6317,Spring,2018,D
8896233,4744,Spring,2018,D
8896233,2959,Fall,2019,A
8896233,7336,Fall,2019,C
8896233,1985,Fall,2019,A
8896233,4715,Fall,2019,C
8896233,9423,Spring,2019,F
8896233,8951,Spring,2019,F
8896233,4525,Spring,2019,B
8896233,1135,Spring,2019,B
8896233,3891,Fall,2020,C
8896233,7474,Fall,2020,F
8896233,7576,Fall,2020,C
8896233,3589,Fall,2020,A
8896233,7594,Spring,2020,C
8896233,7479,Spring,2020,D
8896233,5634,Spring,2020,F
8896233,7978,Spring,2020,D
8896233,1769,Fall,2021,B
8896233,9573,Fall,2021,C
8896233,8874,Fall,2021,B
8896233,1549,Fall,2021,B
7947329,5753,Spring,2019,C
7947329,7381,Spring,2019,F
7947329,6795,Spring,2019,D
7947329,2236,Spring,2019,B
7947329,5252,Fall,2020,F
7947329,7777,Fall,2020,F
7947329,3269,Fall,2020,C
7947329,5694,Fall,2020,D
7947329,1126,Spring,2020,C
7947329,3916,Spring,2020,B
7947329,8948,Spring,2020,B
7947329,6351,Spring,2020,F
7947329,9223,Fall,2021,F
7947329,1338,Fall,2021,B
7947329,7248,Fall,2021,C
7947329,4548,Fall,2021,B
3494533,1576,Spring,2020,B
3494533,3378,Spring,2020,A
3494533,6788,Spring,2020,C
3494533,2318,Spring,2020,B
3494533,9662,Fall,2021,D
3494533,7221,Fall,2021,A
3494533,4979,Fall,2021,F
3494533,6152,Fall,2021,F
9756117,2558,Spring,2017,A
9756117,4471,Spring,2017,B
9756117,9252,Spring,2017,B
9756117,6715,Spring,2017,A
9756117,1761,Fall,2018,F
9756117,1973,Fall,2018,C
9756117,7761,Fall,2018,C
9756117,1763,Fall,2018,B
9756117,1274,Spring,2018,D
9756117,2811,Spring,2018,D
9756117,4138,Spring,2018,F
9756117,1488,Spring,2018,F
9756117,6732,Fall,2019,D
9756117,8489,Fall,2019,F
9756117,7453,Fall,2019,F
9756117,7311,Fall,2019,C
9756117,7412,Spring,2019,D
9756117,2233,Spring,2019,C
9756117,3591,Spring,2019,F
9756117,7757,Spring,2019,B
9756117,9987,Fall,2020,D
9756117,5892,Fall,2020,A
9756117,7498,Fall,2020,D
9756117,2626,Fall,2020,D
9756117,6842,Spring,2020,B
9756117,2879,Spring,2020,F
9756117,4817,Spring,2020,F
9756117,9588,Spring,2020,D
9756117,2876,Fall,2021,B
9756117,7724,Fall,2021,C
9756117,2737,Fall,2021,F
9756117,4898,Fall,2021,F
8877593,5782,Spring,2019,A
8877593,9348,Spring,2019,F
8877593,7672,Spring,2019,D
8877593,6876,Spring,2019,A
8877593,8228,Fall,2020,B
8877593,8514,Fall,2020,C
8877593,5518,Fall,2020,F
8877593,9231,Fall,2020,B
8877593,3689,Spring,2020,F
8877593,1657,Spring,2020,F
8877593,1358,Spring,2020,C
8877593,2594,Spring,2020,B
8877593,8662,Fall,2021,F
8877593,3928,Fall,2021,B
8877593,2663,Fall,2021,D
8877593,1812,Fall,2021,F
1686889,5661,Spring,2020,B
1686889,5733,Spring,2020,F
1686889,1839,Spring,2020,D
1686889,9396,Spring,2020,C
1686889,8449,Fall,2021,A
1686889,8456,Fall,2021,B
1686889,5671,Fall,2021,C
1686889,5489,Fall,2021,B
8522554,3794,Spring,2019,A
8522554,9674,Spring,2019,B
8522554,7239,Spring,2019,A
8522554,3242,Spring,2019,D
8522554,7223,Fall,2020,A
8522554,5192,Fall,2020,B
8522554,5462,Fall,2020,C
8522554,1866,Fall,2020,A
8522554,9693,Spring,2020,A
8522554,2592,Spring,2020,A
8522554,3456,Spring,2020,F
8522554,1234,Spring,2020,C
8522554,3546,Fall,2021,D
8522554,4518,Fall,2021,F
8522554,5774,Fall,2021,D
8522554,9482,Fall,2021,D
5929472,8886,Spring,2017,A
5929472,1726,Spring,2017,B
5929472,2594,Spring,2017,A
5929472,2729,Spring,2017,D
5929472,3274,Fall,2018,C
5929472,4167,Fall,2018,C
5929472,9482,Fall,2018,F
5929472,8538,Fall,2018,F
5929472,1471,Spring,2018,C
5929472,8552,Spring,2018,F
5929472,1938,Spring,2018,D
5929472,1964,Spring,2018,C
5929472,2911,Fall,2019,F
5929472,3794,Fall,2019,A
5929472,7389,Fall,2019,C
5929472,2647,Fall,2019,D
5929472,7156,Spring,2019,F
5929472,8357,Spring,2019,D
5929472,8796,Spring,2019,F
5929472,2867,Spring,2019,D
5929472,4565,Fall,2020,B
5929472,2713,Fall,2020,B
5929472,4564,Fall,2020,D
5929472,2711,Fall,2020,B
5929472,9596,Spring,2020,F
5929472,1421,Spring,2020,C
5929472,4194,Spring,2020,C
5929472,6693,Spring,2020,B
5929472,5314,Fall,2021,B
5929472,5992,Fall,2021,A
5929472,6321,Fall,2021,F
5929472,8315,Fall,2021,F
1249633,7542,Spring,2019,F
1249633,1264,Spring,2019,C
1249633,5239,Spring,2019,C
1249633,2595,Spring,2019,F
1249633,5361,Fall,2020,C
1249633,6222,Fall,2020,B
1249633,1819,Fall,2020,F
1249633,6934,Fall,2020,B
1249633,8789,Spring,2020,B
1249633,2143,Spring,2020,F
1249633,2739,Spring,2020,C
1249633,5891,Spring,2020,A
1249633,9622,Fall,2021,F
1249633,1558,Fall,2021,D
1249633,6618,Fall,2021,B
1249633,9986,Fall,2021,A
5492213,5662,Spring,2018,F
5492213,4579,Spring,2018,B
5492213,1345,Spring,2018,A
5492213,3855,Spring,2018,C
5492213,9185,Fall,2019,B
5492213,7625,Fall,2019,C
5492213,8343,Fall,2019,B
5492213,7899,Fall,2019,C
5492213,2781,Spring,2019,B
5492213,2487,Spring,2019,F
5492213,5238,Spring,2019,C
5492213,9493,Spring,2019,D
5492213,4916,Fall,2020,A
5492213,4279,Fall,2020,C
5492213,3525,Fall,2020,C
5492213,1728,Fall,2020,C
5492213,2818,Spring,2020,F
5492213,9941,Spring,2020,C
5492213,3719,Spring,2020,A
5492213,7443,Spring,2020,C
5492213,4837,Fall,2021,F
5492213,6656,Fall,2021,D
5492213,9493,Fall,2021,D
5492213,7948,Fall,2021,A
1919342,8318,Spring,2018,F
1919342,1568,Spring,2018,A
1919342,6485,Spring,2018,F
1919342,2284,Spring,2018,B
1919342,8553,Fall,2019,B
1919342,7588,Fall,2019,D
1919342,1167,Fall,2019,C
1919342,8778,Fall,2019,C
1919342,1423,Spring,2019,F
1919342,7458,Spring,2019,B
1919342,4663,Spring,2019,F
1919342,6946,Spring,2019,B
1919342,4877,Fall,2020,D
1919342,8652,Fall,2020,C
1919342,5563,Fall,2020,F
1919342,4687,Fall,2020,A
1919342,8336,Spring,2020,B
1919342,2293,Spring,2020,C
1919342,5991,Spring,2020,A
1919342,7722,Spring,2020,B
1919342,2368,Fall,2021,D
1919342,7222,Fall,2021,A
1919342,7516,Fall,2021,C
1919342,4888,Fall,2021,B
6436895,4581,Spring,2020,F
6436895,6261,Spring,2020,A
6436895,7719,Spring,2020,C
6436895,6518,Spring,2020,F
6436895,1162,Fall,2021,C
6436895,5154,Fall,2021,C
6436895,9181,Fall,2021,C
6436895,5182,Fall,2021,B
8992468,2595,Spring,2017,A
8992468,7425,Spring,2017,F
8992468,8426,Spring,2017,D
8992468,8615,Spring,2017,C
8992468,8172,Fall,2018,D
8992468,7838,Fall,2018,C
8992468,8626,Fall,2018,B
8992468,1836,Fall,2018,D
8992468,4219,Spring,2018,C
8992468,4755,Spring,2018,F
8992468,9545,Spring,2018,F
8992468,3432,Spring,2018,F
8992468,5293,Fall,2019,C
8992468,8257,Fall,2019,B
8992468,3461,Fall,2019,D
8992468,8197,Fall,2019,C
8992468,7179,Spring,2019,C
8992468,9862,Spring,2019,C
8992468,3948,Spring,2019,A
8992468,1319,Spring,2019,F
8992468,2853,Fall,2020,C
8992468,6394,Fall,2020,F
8992468,2154,Fall,2020,B
8992468,6462,Fall,2020,B
8992468,1628,Spring,2020,F
8992468,7495,Spring,2020,B
8992468,4947,Spring,2020,F
8992468,9849,Spring,2020,D
8992468,8957,Fall,2021,B
8992468,2322,Fall,2021,F
8992468,8514,Fall,2021,B
8992468,7275,Fall,2021,C
3956597,7113,Spring,2020,F
3956597,2112,Spring,2020,A
3956597,5785,Spring,2020,A
3956597,6682,Spring,2020,D
3956597,1954,Fall,2021,D
3956597,4531,Fall,2021,F
3956597,7589,Fall,2021,C
3956597,2754,Fall,2021,A
8119196,2511,Spring,2018,C
8119196,7261,Spring,2018,B
8119196,2441,Spring,2018,F
8119196,6593,Spring,2018,A
8119196,5523,Fall,2019,A
8119196,5532,Fall,2019,D
8119196,2673,Fall,2019,F
8119196,7964,Fall,2019,F
8119196,8685,Spring,2019,B
8119196,7279,Spring,2019,F
8119196,8548,Spring,2019,A
8119196,4721,Spring,2019,B
8119196,6576,Fall,2020,C
8119196,2844,Fall,2020,C
8119196,1111,Fall,2020,B
8119196,6918,Fall,2020,F
8119196,9883,Spring,2020,B
8119196,5752,Spring,2020,D
8119196,6519,Spring,2020,B
8119196,2142,Spring,2020,D
8119196,5247,Fall,2021,C
8119196,1171,Fall,2021,D
8119196,6522,Fall,2021,C
8119196,1257,Fall,2021,A
9466229,3866,Spring,2020,B
9466229,8486,Spring,2020,C
9466229,6216,Spring,2020,C
9466229,1678,Spring,2020,A
9466229,4939,Fall,2021,D
9466229,1663,Fall,2021,C
9466229,7748,Fall,2021,D
9466229,6978,Fall,2021,D
6657329,6495,Spring,2018,A
6657329,7987,Spring,2018,B
6657329,8172,Spring,2018,D
6657329,4581,Spring,2018,C
6657329,2259,Fall,2019,F
6657329,7887,Fall,2019,B
6657329,5429,Fall,2019,B
6657329,9375,Fall,2019,D
6657329,5271,Spring,2019,F
6657329,6257,Spring,2019,F
6657329,5642,Spring,2019,D
6657329,3468,Spring,2019,D
6657329,4817,Fall,2020,B
6657329,1641,Fall,2020,C
6657329,6526,Fall,2020,F
6657329,5826,Fall,2020,B
6657329,1386,Spring,2020,C
6657329,2857,Spring,2020,D
6657329,5894,Spring,2020,A
6657329,1418,Spring,2020,A
6657329,3422,Fall,2021,A
6657329,2745,Fall,2021,A
6657329,7185,Fall,2021,F
6657329,3852,Fall,2021,A
4262765,5685,Spring,2017,F
4262765,3876,Spring,2017,B
4262765,3914,Spring,2017,F
4262765,1649,Spring,2017,C
4262765,4963,Fall,2018,D
4262765,5215,Fall,2018,D
4262765,7162,Fall,2018,F
4262765,6355,Fall,2018,F
4262765,7526,Spring,2018,B
4262765,1146,Spring,2018,A
4262765,8843,Spring,2018,C
4262765,1762,Spring,2018,B
4262765,8626,Fall,2019,B
4262765,1821,Fall,2019,F
4262765,7856,Fall,2019,D
4262765,5573,Fall,2019,F
4262765,5924,Spring,2019,F
4262765,4199,Spring,2019,B
4262765,4176,Spring,2019,A
4262765,2581,Spring,2019,C
4262765,1694,Fall,2020,D
4262765,1471,Fall,2020,A
4262765,3723,Fall,2020,F
4262765,4656,Fall,2020,C
4262765,2219,Spring,2020,D
4262765,5715,Spring,2020,C
4262765,7624,Spring,2020,B
4262765,5823,Spring,2020,B
4262765,4843,Fall,2021,C
4262765,8818,Fall,2021,D
4262765,8321,Fall,2021,B
4262765,8261,Fall,2021,C
5316271,5689,Spring,2018,B
5316271,4451,Spring,2018,B
5316271,7291,Spring,2018,C
5316271,8916,Spring,2018,F
5316271,9137,Fall,2019,C
5316271,4159,Fall,2019,A
5316271,8168,Fall,2019,C
5316271,2511,Fall,2019,A
5316271,2148,Spring,2019,F
5316271,2443,Spring,2019,B
5316271,3567,Spring,2019,B
5316271,7374,Spring,2019,B
5316271,2978,Fall,2020,B
5316271,6512,Fall,2020,B
5316271,9769,Fall,2020,C
5316271,2261,Fall,2020,D
5316271,2711,Spring,2020,D
5316271,5313,Spring,2020,C
5316271,5247,Spring,2020,A
5316271,4944,Spring,2020,D
5316271,7952,Fall,2021,A
5316271,2341,Fall,2021,C
5316271,8384,Fall,2021,B
5316271,8468,Fall,2021,F
3755689,3442,Spring,2018,D
3755689,7524,Spring,2018,A
3755689,9581,Spring,2018,F
3755689,8817,Spring,2018,A
3755689,4723,Fall,2019,F
3755689,8464,Fall,2019,A
3755689,8781,Fall,2019,D
3755689,6985,Fall,2019,D
3755689,4868,Spring,2019,A
3755689,3118,Spring,2019,D
3755689,2297,Spring,2019,D
3755689,1745,Spring,2019,A
3755689,6944,Fall,2020,D
3755689,6262,Fall,2020,C
3755689,4727,Fall,2020,B
3755689,1768,Fall,2020,A
3755689,8677,Spring,2020,D
3755689,7651,Spring,2020,C
3755689,6967,Spring,2020,B
3755689,1687,Spring,2020,D
3755689,2829,Fall,2021,F
3755689,3181,Fall,2021,F
3755689,7496,Fall,2021,A
3755689,3917,Fall,2021,B
8958289,6878,Spring,2017,A
8958289,8912,Spring,2017,D
8958289,3196,Spring,2017,C
8958289,1153,Spring,2017,B
8958289,7186,Fall,2018,D
8958289,9363,Fall,2018,F
8958289,6821,Fall,2018,A
8958289,6276,Fall,2018,C
8958289,7966,Spring,2018,B
8958289,3994,Spring,2018,D
8958289,7542,Spring,2018,B
8958289,7872,Spring,2018,A
8958289,7288,Fall,2019,B
8958289,1776,Fall,2019,C
8958289,3986,Fall,2019,B
8958289,5287,Fall,2019,A
8958289,2181,Spring,2019,C
8958289,4348,Spring,2019,C
8958289,1457,Spring,2019,A
8958289,6165,Spring,2019,A
8958289,5181,Fall,2020,F
8958289,2446,Fall,2020,C
8958289,3549,Fall,2020,D
8958289,5266,Fall,2020,B
8958289,2284,Spring,2020,C
8958289,4583,Spring,2020,A
8958289,7299,Spring,2020,F
8958289,9944,Spring,2020,A
8958289,5959,Fall,2021,B
8958289,7261,Fall,2021,D
8958289,5439,Fall,2021,D
8958289,6644,Fall,2021,B
2133298,8916,Spring,2019,A
2133298,8834,Spring,2019,F
2133298,4938,Spring,2019,F
2133298,1873,Spring,2019,C
2133298,5776,Fall,2020,F
2133298,6335,Fall,2020,F
2133298,8389,Fall,2020,A
2133298,2885,Fall,2020,B
2133298,7373,Spring,2020,A
2133298,7724,Spring,2020,B
2133298,2259,Spring,2020,F
2133298,7624,Spring,2020,D
2133298,5789,Fall,2021,A
2133298,8371,Fall,2021,C
2133298,9466,Fall,2021,F
2133298,4748,Fall,2021,D
5334459,9927,Spring,2019,C
5334459,5853,Spring,2019,A
5334459,7741,Spring,2019,F
5334459,2222,Spring,2019,C
5334459,3877,Fall,2020,A
5334459,5361,Fall,2020,F
5334459,8739,Fall,2020,C
5334459,6253,Fall,2020,C
5334459,6427,Spring,2020,B
5334459,5575,Spring,2020,F
5334459,3912,Spring,2020,B
5334459,8944,Spring,2020,C
5334459,2412,Fall,2021,C
5334459,1819,Fall,2021,F
5334459,9213,Fall,2021,A
5334459,5464,Fall,2021,C
2297177,7554,Spring,2020,B
2297177,6899,Spring,2020,D
2297177,9343,Spring,2020,B
2297177,6783,Spring,2020,C
2297177,1519,Fall,2021,D
2297177,2119,Fall,2021,D
2297177,8598,Fall,2021,F
2297177,5483,Fall,2021,B
7255167,5299,Spring,2018,F
7255167,2432,Spring,2018,B
7255167,9759,Spring,2018,C
7255167,4315,Spring,2018,A
7255167,6262,Fall,2019,A
7255167,5948,Fall,2019,C
7255167,6957,Fall,2019,B
7255167,7117,Fall,2019,C
7255167,3848,Spring,2019,A
7255167,2434,Spring,2019,B
7255167,3252,Spring,2019,A
7255167,6657,Spring,2019,F
7255167,5429,Fall,2020,C
7255167,9877,Fall,2020,D
7255167,5878,Fall,2020,F
7255167,8535,Fall,2020,B
7255167,5172,Spring,2020,F
7255167,9615,Spring,2020,B
7255167,9917,Spring,2020,F
7255167,6682,Spring,2020,C
7255167,7274,Fall,2021,A
7255167,7211,Fall,2021,A
7255167,2247,Fall,2021,A
7255167,3592,Fall,2021,C
4998614,6572,Spring,2019,A
4998614,2966,Spring,2019,D
4998614,4834,Spring,2019,C
4998614,3389,Spring,2019,C
4998614,6787,Fall,2020,A
4998614,5921,Fall,2020,C
4998614,4543,Fall,2020,C
4998614,6825,Fall,2020,F
4998614,5639,Spring,2020,F
4998614,6811,Spring,2020,A
4998614,1251,Spring,2020,D
4998614,6839,Spring,2020,A
4998614,9759,Fall,2021,B
4998614,6222,Fall,2021,F
4998614,3362,Fall,2021,B
4998614,3376,Fall,2021,D
8543373,1898,Spring,2018,C
8543373,1282,Spring,2018,F
8543373,7746,Spring,2018,C
8543373,1526,Spring,2018,A
8543373,1845,Fall,2019,C
8543373,1213,Fall,2019,F
8543373,3397,Fall,2019,D
8543373,9941,Fall,2019,F
8543373,7651,Spring,2019,A
8543373,8468,Spring,2019,A
8543373,1419,Spring,2019,F
8543373,3791,Spring,2019,A
8543373,7745,Fall,2020,F
8543373,7251,Fall,2020,B
8543373,8923,Fall,2020,F
8543373,2778,Fall,2020,A
8543373,5421,Spring,2020,F
8543373,8447,Spring,2020,A
8543373,9564,Spring,2020,C
8543373,9486,Spring,2020,F
8543373,2368,Fall,2021,D
8543373,9674,Fall,2021,F
8543373,9719,Fall,2021,D
8543373,4966,Fall,2021,B
